n    ,h              ,x              ,v1[1]              ,v1[2]              ,v2[1]              ,v2[2]              ,S                      ,ОЛП                    ,u[1]               ,u[2]               ,E
114  ,2.44140625e-06 ,0.00027832031  ,7.728038805194631  ,12.271905530821366 ,7.728042182389016  ,12.271902153626973 ,3.377194392584215e-06  ,6.75438878516843e-06   ,7.728809301843251  ,12.271135034171712 ,0.0007704966496540067
115  ,2.44140625e-06 ,0.00028076172  ,7.733571764568606  ,12.266372083167512 ,7.73357513353797   ,12.26636871419814  ,3.368969371919661e-06  ,6.737938743839322e-06  ,7.734347125831671  ,12.265596721903407 ,0.0007753612641057117
116  ,2.44140625e-06 ,0.00028320313  ,7.739091248045087  ,12.260852111411166 ,7.7390946088094585 ,12.260848750646787 ,3.3607643796784714e-06 ,6.721528759356943e-06  ,7.7398714456372595 ,12.260071913817942 ,0.00078019759322423
117  ,2.44140625e-06 ,0.00028564453  ,7.744597288444086  ,12.255345582732314 ,7.7446006410234505 ,12.255342230152943 ,3.352579371451725e-06  ,6.70515874290345e-06   ,7.745382294189004  ,12.25456057698634  ,0.0007850057459748427
118  ,2.44140625e-06 ,0.00028808594  ,7.750089918505685  ,12.249852464390875 ,7.750093262919974  ,12.249849119976577 ,3.34441429750143e-06   ,6.68882859500286e-06   ,7.750879704335591  ,12.249062678559902 ,0.0007897858309728889
119  ,2.44140625e-06 ,0.00029052734  ,7.755569170890229  ,12.244372723726503 ,7.755572507159329  ,12.244369387457395 ,3.3362691080895956e-06 ,6.672538216179191e-06  ,7.756363708845608  ,12.243578185770048 ,0.0007945379564553434
120  ,2.44140625e-06 ,0.00029296875  ,7.761035078178518  ,12.238906328158397 ,7.761038406322268  ,12.238903000014638 ,3.3281437588073004e-06 ,6.656287517614601e-06  ,7.761834340407743  ,12.238107065928086 ,0.0007992622303110153
121  ,2.44140625e-06 ,0.00029541016  ,7.766487672872004  ,12.233453245185105 ,7.766490992910193  ,12.233449925146909 ,3.3200381963638392e-06 ,6.6400763927276785e-06 ,7.767291631630972  ,12.232649286425044 ,0.0008039587600610076
122  ,2.44140625e-06 ,0.00029785156  ,7.771926987392986  ,12.228013442384333 ,7.771930299345352  ,12.228010130431954 ,3.311952378126648e-06  ,6.623904756253296e-06  ,7.772735615044757  ,12.22720481473146  ,0.0008086276528729286
123  ,2.44140625e-06 ,0.00030029297  ,7.777353054084793  ,12.222586887412744 ,7.7773563579710325 ,12.222583583526497 ,3.303886247252308e-06  ,6.607772494504616e-06  ,7.778166323099237  ,12.221773618397188 ,0.0008132690155555622
124  ,2.44140625e-06 ,0.00030273438  ,7.78276590521199   ,12.217173548005778 ,7.782769201051745  ,12.217170252166014 ,3.2958397646609683e-06 ,6.5916795293219366e-06 ,7.783583788165428  ,12.21635566505122  ,0.0008178829545588684
125  ,2.44140625e-06 ,0.00030517578  ,7.788165572960559  ,12.211773391977452 ,7.788168860773428  ,12.211770104164575 ,3.287812877061924e-06  ,6.575625754123848e-06  ,7.78898804253541   ,12.210950922401475 ,0.0008224695759775358
126  ,2.44140625e-06 ,0.00030761719  ,7.793552089438096  ,12.20638638722017  ,7.7935553692436255 ,12.206383107414633 ,3.2798055382698976e-06 ,6.559611076539795e-06  ,7.794379118422516  ,12.205559358234613 ,0.000827028985558087
127  ,2.44140625e-06 ,0.00031005859  ,7.7989254866739985 ,12.201012501704536 ,7.798928758491693  ,12.201009229886832 ,3.2718177038759677e-06 ,6.543635407751935e-06  ,7.799757047961538  ,12.200180940415848 ,0.0008315612886882207
128  ,2.44140625e-06 ,0.0003125      ,7.804285796619658  ,12.195651703479154 ,7.804289060468972  ,12.195648439629833 ,3.2638493205894292e-06 ,6.5276986411788585e-06 ,7.805121863208902  ,12.194815636888752 ,0.0008360665904021403
129  ,2.44140625e-06 ,0.00031494141  ,7.809633051148653  ,12.19030396067045  ,7.809636307048989  ,12.190300704770104 ,3.255900345777718e-06  ,6.511800691555436e-06  ,7.810473596142874  ,12.189463415675064 ,0.0008405449953858835
130  ,2.44140625e-06 ,0.00031738281  ,7.81496728205693   ,12.184969241482476 ,7.814970530027651  ,12.184965993511748 ,3.2479707279264858e-06 ,6.4959414558529716e-06 ,7.815812278663734  ,12.184124244874496 ,0.0008449966079790983
131  ,2.44140625e-06 ,0.00031982422  ,7.820288521063001  ,12.179647514196718 ,7.820291761123419  ,12.179644274136294 ,3.2400604244031683e-06 ,6.480120848806337e-06  ,7.8211379425939835 ,12.178798092664552 ,0.0008494215321661613
132  ,2.44140625e-06 ,0.00032226563  ,7.82559679980813   ,12.174338747171916 ,7.825600031977507  ,12.17433551500253  ,3.232169385469774e-06  ,6.464338770939548e-06  ,7.826450619678524  ,12.17348492730033  ,0.0008538198715868361
133  ,2.44140625e-06 ,0.00032470703  ,7.830892149856515  ,12.169042908843869 ,7.830895374154073  ,12.169039684546302 ,3.2242975667173823e-06 ,6.448595133434765e-06  ,7.831750341584851  ,12.168184717114336 ,0.0008581917295327202
134  ,2.44140625e-06 ,0.00032714844  ,7.836174602695485  ,12.163759967725248 ,7.836177819140395  ,12.16375675128033  ,3.2164449184080013e-06 ,6.4328898368160026e-06 ,7.8370371399032335 ,12.162897430516292 ,0.0008625372089561267
135  ,2.44140625e-06 ,0.00032958984  ,7.841444189735682  ,12.158489892405413 ,7.841447398347068  ,12.158486683794019 ,3.2086113943563532e-06 ,6.4172227887127065e-06 ,7.842311046146921  ,12.157623035992959 ,0.0008668564124540978
136  ,2.44140625e-06 ,0.00033203125  ,7.846700942311248  ,12.153232651550223 ,7.846704143108188  ,12.153229450753274 ,3.2007969483771603e-06 ,6.401593896754321e-06  ,7.847572091752315  ,12.15236150210793  ,0.0008711494422932731
137  ,2.44140625e-06 ,0.00033447266  ,7.851944891680012  ,12.147988213901845 ,7.851948084681538  ,12.147985020900311 ,3.1930015342851448e-06 ,6.3860030685702895e-06 ,7.852820308079161  ,12.147112797501464 ,0.000875416400381468
138  ,2.44140625e-06 ,0.00033691406  ,7.857176069023676  ,12.14275654827858  ,7.8571792542487735 ,12.142753363053476 ,3.185225104118672e-06  ,6.370450208237344e-06  ,7.8580557264107345 ,12.141876890890275 ,0.0008796573883049774
139  ,2.44140625e-06 ,0.00033935547  ,7.862394505447999  ,12.137537623574667 ,7.862397682915607  ,12.13753444610705  ,3.1774676170215344e-06 ,6.354935234043069e-06  ,7.863278377954034  ,12.136653751067376 ,0.0008838725072912723
140  ,2.44140625e-06 ,0.00034179688  ,7.867600231982986  ,12.132331408760102 ,7.867603401711998  ,12.132328239031082 ,3.169729019703027e-06  ,6.339458039406054e-06  ,7.8684882938399605 ,12.131443346901868 ,0.0008880618582338684
141  ,2.44140625e-06 ,0.00034423828  ,7.8727932795830675 ,12.127137872880455 ,7.872796441592331  ,12.127134710871184 ,3.1620092713069425e-06 ,6.324018542613885e-06  ,7.873685505123497  ,12.126245647338752 ,0.0008922255417029845
142  ,2.44140625e-06 ,0.00034667969  ,7.877973679127285  ,12.121956985056684 ,7.877976833435601  ,12.121953830748359 ,3.154308325648003e-06  ,6.308616651296006e-06  ,7.878870042783913  ,12.121060621398772 ,0.0008963636579117917
143  ,2.44140625e-06 ,0.00034912109  ,7.883141461419478  ,12.116788714484949 ,7.8831446080456    ,12.116785567858818 ,3.1466261312118604e-06 ,6.293252262423721e-06  ,7.8840419377249304 ,12.115888238178204 ,0.0009004763067448351
144  ,2.44140625e-06 ,0.0003515625   ,7.888296657188461  ,12.111633030436435 ,7.8882997961511006 ,12.111629891473788 ,3.138962647142307e-06  ,6.277925294284614e-06  ,7.889201220774916  ,12.11072846684868  ,0.0009045635877544811
145  ,2.44140625e-06 ,0.00035400391  ,7.893439297088214  ,12.106489902257163 ,7.8934424284060345 ,12.106486770939336 ,3.1313178272540654e-06 ,6.262635654508131e-06  ,7.8943479226870625 ,12.105581276657007 ,0.0009086256001555881
146  ,2.44140625e-06 ,0.00035644531  ,7.898569411698057  ,12.101359299367815 ,7.898572535389676  ,12.101356175676186 ,3.123691628914571e-06  ,6.247383257829142e-06  ,7.899482074139574  ,12.100446636924982 ,0.0009126624428326124
147  ,2.44140625e-06 ,0.00035888672  ,7.9036870315228365 ,12.096241191263541 ,7.90369014760683   ,12.09623807517954  ,3.116084000609476e-06  ,6.232168001218952e-06  ,7.904603705735849  ,12.095324517049203 ,0.0009166742143378315
148  ,2.44140625e-06 ,0.00036132813  ,7.908792186993105  ,12.091135547513788 ,7.908795295487999  ,12.091132439018889 ,3.1084948997062156e-06 ,6.216989799412431e-06  ,7.90971284800466   ,12.090214886500899 ,0.0009206610128895676
149  ,2.44140625e-06 ,0.00036376953  ,7.913884908465303  ,12.08604233776212  ,7.913888009389581  ,12.086039236837834 ,3.100924285348583e-06  ,6.201848570697166e-06  ,7.914809531400341  ,12.085117714825738 ,0.0009246229363810698
150  ,2.44140625e-06 ,0.00036621094  ,7.918965226221941  ,12.080961531726025 ,7.9189683195940415 ,12.080958438353914 ,3.0933721113513e-06    ,6.1867442227026e-06    ,7.919893786302959  ,12.080032971643652 ,0.0009285600823734086
151  ,2.44140625e-06 ,0.00036865234  ,7.924033170471773  ,12.075893099196746 ,7.924036256310088  ,12.075890013358423 ,3.085838322647305e-06  ,6.17167664529461e-06   ,7.924965643018506  ,12.074960626648647 ,0.0009324725480990281
152  ,2.44140625e-06 ,0.00037109375  ,7.929088771349987  ,12.0708370100391   ,7.929091849672865  ,12.070833931716212 ,3.078322887262175e-06  ,6.15664577452435e-06   ,7.930025131779077  ,12.069900649608632 ,0.0009363604304670758
153  ,2.44140625e-06 ,0.00037353516  ,7.934132058918371  ,12.065793234191293 ,7.934135129744117  ,12.065790163365538 ,3.0708257554579177e-06 ,6.141651510915835e-06  ,7.935072282743042  ,12.064853010365233 ,0.0009402238260598494
154  ,2.44140625e-06 ,0.00037597656  ,7.939163063165504  ,12.060761741664749 ,7.939166126512376  ,12.060758678317871 ,3.0633468774965422e-06 ,6.1266937549930844e-06 ,7.940107125995237  ,12.059817678833621 ,0.0009440628311274679
155  ,2.44140625e-06 ,0.00037841797  ,7.944181814006928  ,12.055742502543925 ,7.944184869893139  ,12.055739446657707 ,3.0558862178509116e-06 ,6.111772435701823e-06  ,7.945129691547135  ,12.054794625002316 ,0.0009478775416091878
156  ,2.44140625e-06 ,0.00038085938  ,7.949188341285326  ,12.05073548698614  ,7.949191389729048  ,12.050732438542411 ,3.0484437285593913e-06 ,6.0968874571187825e-06 ,7.950140009337032  ,12.049783818933024 ,0.0009516680531156396
157  ,2.44140625e-06 ,0.00038330078  ,7.954182674770699  ,12.045740665221391 ,7.954185715790057  ,12.045737624202024 ,3.041019366989417e-06  ,6.082038733978834e-06  ,7.955138109230214  ,12.044785230760455 ,0.0009554344609359333
158  ,2.44140625e-06 ,0.00038574219  ,7.959164844160548  ,12.04075800755218  ,7.959167877773624  ,12.040754973939096 ,3.0336130834029973e-06 ,6.067226166805995e-06  ,7.960124021019153  ,12.039798830692144 ,0.0009591768600358819
159  ,2.44140625e-06 ,0.00038818359  ,7.964134879080042  ,12.035787484353333 ,7.964137905304875  ,12.035784458128493 ,3.0262248404966385e-06 ,6.052449680993277e-06  ,7.965097774423667  ,12.034824589008268 ,0.0009628953450651068
160  ,2.44140625e-06 ,0.000390625    ,7.969092809082205  ,12.030829066071831 ,7.969095827936786  ,12.030826047217241 ,3.018854590308706e-06  ,6.037709180617412e-06  ,7.970059399091108  ,12.02986247606148  ,0.0009665900103517089
161  ,2.44140625e-06 ,0.00039306641  ,7.974038663648081  ,12.025882723226628 ,7.974041675150361  ,12.025879711724338 ,3.0115022902066357e-06 ,6.0230045804132715e-06 ,7.975008924596531  ,12.02491246227672  ,0.0009702609499075976
162  ,2.44140625e-06 ,0.00039550781  ,7.978972472186915  ,12.020948426408477 ,7.978975476354802  ,12.020945422240585 ,3.004167892228793e-06  ,6.008335784457586e-06  ,7.979946380442879  ,12.019974518151049 ,0.0009739082574284907
163  ,2.44140625e-06 ,0.00039794922  ,7.983894264036329  ,12.01602614627976  ,7.983897260887684  ,12.016023149428396 ,2.9968513644007544e-06 ,5.993702728801509e-06  ,7.984871796061149  ,12.015048614253462 ,0.0009775320262974674
164  ,2.44140625e-06 ,0.00040039063  ,7.988804068462493  ,12.011115853574305 ,7.988807058015135  ,12.011112864021653 ,2.9895526516554582e-06 ,5.9791053033109165e-06 ,7.989785200810578  ,12.010134721224732 ,0.0009811323495725333
165  ,2.44140625e-06 ,0.00040283203  ,7.993701914660299  ,12.006217519097218 ,7.993704896932006  ,12.006214536825503 ,2.982271714913054e-06  ,5.964543429826108e-06  ,7.9946866239788115 ,12.005232809777212 ,0.0009847093200061607
166  ,2.44140625e-06 ,0.00040527344  ,7.9985878317535395 ,12.00133111372471  ,7.99859080676204   ,12.0013281387162   ,2.9750085097646206e-06 ,5.950017019529241e-06  ,7.999576094782076  ,12.000342850694672 ,0.0009882630300381834
167  ,2.44140625e-06 ,0.00040771484  ,8.003461848795073  ,11.996456608403921 ,8.00346481655806   ,11.996453640640924 ,2.9677629971303077e-06 ,5.935525994260615e-06  ,8.004453642365357  ,11.995464814832124 ,0.0009917935717975723
168  ,2.44140625e-06 ,0.00041015625  ,8.008323994767006  ,11.991593974152744 ,8.008326955302124  ,11.991591013617619 ,2.960535125495767e-06  ,5.921070250991534e-06  ,8.009319295802577  ,11.990598673115652 ,0.000995301037091778
169  ,2.44140625e-06 ,0.00041259766  ,8.013174298580854  ,11.986743182059662 ,8.013177251905704  ,11.986740228734803 ,2.9533248593338612e-06 ,5.9066497186677225e-06 ,8.014173084096756  ,11.985744396542232 ,0.0009987855174298232
170  ,2.44140625e-06 ,0.00041503906  ,8.018012789077725  ,11.98190420328357  ,8.018015735209872  ,11.981901257151415 ,2.94613215423567e-06   ,5.89226430847134e-06   ,8.019015036180196  ,11.980901956179562 ,0.0010022471040080916
171  ,2.44140625e-06 ,0.00041748047  ,8.022839495028482  ,11.977077009053604 ,8.02284243398544   ,11.977074070096636 ,2.938956967568629e-06  ,5.877913935137258e-06  ,8.023845180914654  ,11.976071323165884 ,0.0010056858877192099
172  ,2.44140625e-06 ,0.00041992188  ,8.02765444513392   ,11.972261570668968 ,8.027657376933167  ,11.972258638869715 ,2.93179925314746e-06   ,5.86359850629492e-06   ,8.028663547091503  ,11.97125246870983  ,0.001009101959137837
173  ,2.44140625e-06 ,0.00042236328  ,8.032457668024934  ,11.967457859498769 ,8.032460592683897  ,11.967454934839798 ,2.9246589701159564e-06 ,5.849317940231913e-06  ,8.033470163431915  ,11.966445364090227 ,0.0010124954085419802
174  ,2.44140625e-06 ,0.00042480469  ,8.03724919226269   ,11.96266584698184  ,8.037252109798764  ,11.96266292944576  ,2.917536081170624e-06  ,5.835072162341248e-06  ,8.038265058587022  ,11.961649980655938 ,0.001015866325902337
175  ,2.44140625e-06 ,0.00042724609  ,8.042029046338792  ,11.957885504626578 ,8.042031956769323  ,11.957882594196038 ,2.9104305401261854e-06 ,5.820861080252371e-06  ,8.043048261138095  ,11.956866289825692 ,0.0010192148008858481
176  ,2.44140625e-06 ,0.0004296875   ,8.046797258675456  ,11.953116804010765 ,8.04680016201775   ,11.953113900668466 ,2.9033422990210056e-06 ,5.806684598042011e-06  ,8.047819799596718  ,11.952094263087913 ,0.0010225409228521443
177  ,2.44140625e-06 ,0.00043212891  ,8.051553857625677  ,11.948359716781408 ,8.051556753896994  ,11.948356820510082 ,2.8962713258806616e-06 ,5.792542651761323e-06  ,8.052579702404943  ,11.947333872000543 ,0.0010258447808642046
178  ,2.44140625e-06 ,0.00043457031  ,8.056298871473397  ,11.943614214654565 ,8.056301760690959  ,11.94361132543699  ,2.8892175745198756e-06 ,5.778435149039751e-06  ,8.057327997935468  ,11.942585088190883 ,0.0010291264636812514
179  ,2.44140625e-06 ,0.00043701172  ,8.06103232843367   ,11.93888026941518  ,8.061035210614659  ,11.93887738723418  ,2.8821809987533697e-06 ,5.7643619975067395e-06 ,8.062064714491811  ,11.937847883355417 ,0.0010323860597623025
180  ,2.44140625e-06 ,0.00043945313  ,8.06575425665284   ,11.934157852916908 ,8.06575713181439   ,11.934154977755348 ,2.8751615595012936e-06 ,5.750323119002587e-06  ,8.066789880308473  ,11.933122229259645 ,0.0010356236572626187
181  ,2.44140625e-06 ,0.00044189453  ,8.070464684208694  ,11.929446937081961 ,8.070467552367905  ,11.929444068922745 ,2.86815921590744e-06   ,5.73631843181488e-06   ,8.071503523551108  ,11.928408097737915 ,0.0010388393440461385
182  ,2.44140625e-06 ,0.00044433594  ,8.075163639110647  ,11.92474749390093  ,8.075166500284569  ,11.924744632727002 ,2.861173928891958e-06  ,5.722347857783916e-06  ,8.076205672316682  ,11.923705460693252 ,0.0010420332076783723
183  ,2.44140625e-06 ,0.00044677734  ,8.07985114929989   ,11.920059495432623 ,8.079854003505535  ,11.920056641226967 ,2.854205655822284e-06  ,5.708411311644568e-06  ,8.08089635463366   ,11.9190142900972   ,0.0010452053354228497
184  ,2.44140625e-06 ,0.00044921875  ,8.084527242649564  ,11.915382913803894 ,8.084530089903906  ,11.915380066549545 ,2.847254348736783e-06  ,5.694508697473566e-06  ,8.085575598462157  ,11.91433455798964  ,0.0010483558142535543
185  ,2.44140625e-06 ,0.00045166016  ,8.089191946964931  ,11.910717721209487 ,8.089194787284898  ,11.910714880889511 ,2.840319975661032e-06  ,5.680639951322064e-06  ,8.090243431694104  ,11.909666236478644 ,0.001051484730842489
186  ,2.44140625e-06 ,0.00045410156  ,8.093845289983532  ,11.906063889911858 ,8.093848123386012  ,11.906061056509369 ,2.8334024886333964e-06 ,5.666804977266793e-06  ,8.094899882153427  ,11.905009297740282 ,0.0010545921715756634
187  ,2.44140625e-06 ,0.00045654297  ,8.098487299375352  ,11.90142139224102  ,8.098490125877193  ,11.901418565739172 ,2.826501846797669e-06  ,5.653003693595338e-06  ,8.099544977596203  ,11.900363714018479 ,0.001057678222540659
188  ,2.44140625e-06 ,0.00045898438  ,8.103118002742992  ,11.896790200594374 ,8.103120822360998  ,11.896787380976358 ,2.8196180164030693e-06 ,5.639236032806139e-06  ,8.104178745710826  ,11.895729457624839 ,0.0010607429695355108
189  ,2.44140625e-06 ,0.00046142578  ,8.107737427621823  ,11.89217028743655  ,8.107740240372763  ,11.892167474685603 ,2.8127509459352495e-06 ,5.625501891870499e-06  ,8.108801214118177  ,11.891106500938488 ,0.001063786498061603
190  ,2.44140625e-06 ,0.00046386719  ,8.112345601480158  ,11.887561625299234 ,8.112348407380754  ,11.887558819398627 ,2.8059006069725e-06    ,5.611801213945e-06     ,8.113412410371781  ,11.886494816405891 ,0.0010668088933432074
191  ,2.44140625e-06 ,0.00046630859  ,8.11694255171941   ,11.882964186781011 ,8.116945350786349  ,11.882961387714069 ,2.799066942671402e-06  ,5.598133885342804e-06  ,8.11801236195798   ,11.881894376540714 ,0.0010698102402972864
192  ,2.44140625e-06 ,0.00046875     ,8.121528305674257  ,11.878377944547205 ,8.121531097924176  ,11.878375152297275 ,2.7922499299393166e-06 ,5.584499859878633e-06  ,8.12260109629609   ,11.877305153923636 ,0.0010727906235690199
193  ,2.44140625e-06 ,0.00047119141  ,8.126102890612808  ,11.873802871329708 ,8.126105676062313  ,11.873800085880193 ,2.7854495154855385e-06 ,5.570899030971077e-06  ,8.127178640738569  ,11.872727121202201 ,0.0010757501275069359
194  ,2.44140625e-06 ,0.00047363281  ,8.130666333736755  ,11.869238939926827 ,8.130669112402412  ,11.869236161261163 ,2.778665663782931e-06  ,5.557331327565862e-06  ,8.131745022571176  ,11.868160251090652 ,0.0010786888361753455
195  ,2.44140625e-06 ,0.00047607422  ,8.135218662181549  ,11.864686123203112 ,8.135221434079874  ,11.864683351304777 ,2.7718983357516436e-06 ,5.543796671503287e-06  ,8.136300269013137  ,11.863604516369758 ,0.0010816068333543427
196  ,2.44140625e-06 ,0.00047851563  ,8.139759903016547  ,11.860144394089204 ,8.139762668164025  ,11.860141628941719 ,2.7651474852063984e-06 ,5.530294970412797e-06  ,8.140844407217305  ,11.859059889886673 ,0.0010845042025309226
