n    ,h    ,x_1  ,v_1                    ,v_2                    ,S                       ,olp
637  ,0.01 ,6.37 ,0.00014169229115004769 ,0.00014169229060761977 ,-3.61618612658432e-14   ,-5.785897802534912e-13
638  ,0.01 ,6.38 ,0.00013958276776251976 ,0.00013958276722732867 ,-3.5679405755116117e-14 ,-5.708704920818579e-13
639  ,0.01 ,6.39 ,0.00013750465108658077 ,0.0001375046505585313  ,-3.520329824810893e-14  ,-5.632527719697429e-13
640  ,0.01 ,6.4  ,0.00013545747353721193 ,0.00013545747301621004 ,-3.473345923666234e-14  ,-5.557353477865974e-13
641  ,0.01 ,6.41 ,0.00013344077449082843 ,0.00013344077397678132 ,-3.42698074056134e-14   ,-5.483169184898144e-13
642  ,0.01 ,6.42 ,0.0001314541001816372  ,0.00013145409967445327 ,-3.381226143979917e-14  ,-5.409961830367867e-13
643  ,0.01 ,6.43 ,0.0001294970035995377  ,0.00012949700309912652 ,-3.336074544506758e-14  ,-5.337719271210813e-13
644  ,0.01 ,6.44 ,0.0001275690443895428  ,0.0001275690438958151  ,-3.291517991325932e-14  ,-5.266428786121491e-13
645  ,0.01 ,6.45 ,0.00012566978875269696 ,0.00012566978826556468 ,-3.2475485336215064e-14 ,-5.19607765379441e-13
646  ,0.01 ,6.46 ,0.00012379880934846972 ,0.00012379880886784588 ,-3.2041589433789985e-14 ,-5.126654309406398e-13
647  ,0.01 ,6.47 ,0.00012195568519860224 ,0.00012195568472440102 ,-3.161341450482839e-14  ,-5.058146320772542e-13
648  ,0.01 ,6.48 ,0.0001201400015923854  ,0.0001201400011245221  ,-3.1190886462181824e-14 ,-4.990541833949092e-13
649  ,0.01 ,6.49 ,0.00011835134999334818 ,0.00011835134953173921 ,-3.077393121870183e-14  ,-4.923828994992293e-13
650  ,0.01 ,6.5  ,0.00011658932794733521 ,0.00011658932749189804 ,-3.03624783012472e-14   ,-4.857996528199552e-13
651  ,0.01 ,6.51 ,0.00011485353899195291 ,0.00011485353854260606 ,-2.995645633317492e-14  ,-4.793033013307987e-13
652  ,0.01 ,6.52 ,0.0001131435925673637  ,0.0001131435921240268  ,-2.955579393784195e-14  ,-4.728927030054712e-13
653  ,0.01 ,6.53 ,0.00011145910392840853 ,0.0001114591034910022  ,-2.9160421545608904e-14 ,-4.665667447297425e-13
654  ,0.01 ,6.54 ,0.00010979969405803744 ,0.00010979969362648338 ,-2.877027049033818e-14  ,-4.603243278454109e-13
655  ,0.01 ,6.55 ,0.00010816498958202923 ,0.00010816498915625013 ,-2.838527300939401e-14  ,-4.5416436815030416e-13
656  ,0.01 ,6.56 ,0.00010655462268498066 ,0.00010655462226490021 ,-2.8005363147144228e-14 ,-4.4808581035430765e-13
657  ,0.01 ,6.57 ,0.0001049682310275464  ,0.00010496823061308931 ,-2.7630473140953053e-14 ,-4.4208757025524884e-13
658  ,0.01 ,6.58 ,0.00010340545766491122 ,0.00010340545725600314 ,-2.7260538842191947e-14 ,-4.3616862147507116e-13
659  ,0.01 ,6.59 ,0.0001018659509664758  ,0.00010186595056304337 ,-2.689549519873056e-14  ,-4.3032792317968896e-13
660  ,0.01 ,6.6  ,0.00010034936453673847 ,0.0001003493641387093  ,-2.6535278061940356e-14 ,-4.245644489910457e-13
661  ,0.01 ,6.61 ,9.885535713735466e-05  ,9.885535674465727e-05  ,-2.6179825993698224e-14 ,-4.188772158991716e-13
662  ,0.01 ,6.62 ,9.738359261035692e-05  ,9.738359222292078e-05  ,-2.5829075748877438e-14 ,-4.13265211982039e-13
663  ,0.01 ,6.63 ,9.59337398025179e-05   ,9.59337394202734e-05   ,-2.5482966792856702e-14 ,-4.0772746868570723e-13
664  ,0.01 ,6.64 ,9.450547249083951e-05  ,9.450547211371794e-05  ,-2.5141437687512907e-14 ,-4.022630030002065e-13
665  ,0.01 ,6.65 ,9.309846930915134e-05  ,9.309846893708489e-05  ,-2.4804429705228374e-14 ,-3.96870875283654e-13
666  ,0.01 ,6.66 ,9.171241367580194e-05  ,9.171241330872368e-05  ,-2.447188411838543e-14  ,-3.9155014589416687e-13
667  ,0.01 ,6.67 ,9.034699372242662e-05  ,9.034699336027047e-05  ,-2.414374310286821e-14  ,-3.8629988964589136e-13
668  ,0.01 ,6.68 ,8.900190222377571e-05  ,8.900190186647649e-05  ,-2.3819947931059034e-14 ,-3.8111916689694455e-13
669  ,0.01 ,6.69 ,8.767683652858763e-05  ,8.767683617608099e-05  ,-2.350044258584566e-14  ,-3.760070813735306e-13
670  ,0.01 ,6.7  ,8.637149849149106e-05  ,8.637149814371348e-05  ,-2.3185171953617653e-14 ,-3.7096275125788245e-13
671  ,0.01 ,6.71 ,8.508559440592097e-05  ,8.508559406280977e-05  ,-2.2874080017262765e-14 ,-3.6598528027620424e-13
672  ,0.01 ,6.72 ,8.38188349380334e-05   ,8.381883459952673e-05  ,-2.2567111663170566e-14 ,-3.6107378661072905e-13
673  ,0.01 ,6.73 ,8.257093506160413e-05  ,8.257093472764093e-05  ,-2.2264213584734238e-14 ,-3.562274173557478e-13
674  ,0.01 ,6.74 ,8.13416139938966e-05   ,8.134161366441661e-05  ,-2.1965332475346968e-14 ,-3.514453196055515e-13
675  ,0.01 ,6.75 ,8.013059513248456e-05  ,8.013059480742832e-05  ,-2.1670415931903755e-14 ,-3.467266549104601e-13
676  ,0.01 ,6.76 ,7.89376059930154e-05   ,7.893760567232423e-05  ,-2.1379411551299594e-14 ,-3.420705848207935e-13
677  ,0.01 ,6.77 ,7.776237814790003e-05  ,7.7762377831516e-05    ,-2.1092268737433104e-14 ,-3.3747629979892966e-13
678  ,0.01 ,6.78 ,7.660464716591548e-05  ,7.660464685378141e-05  ,-2.080893779770471e-14  ,-3.3294300476327534e-13
679  ,0.01 ,6.79 ,7.54641525527068e-05   ,7.546415224476628e-05  ,-2.0529368136013026e-14 ,-3.284698901762084e-13
680  ,0.01 ,6.8  ,7.434063769217476e-05  ,7.434063738837211e-05  ,-2.0253510059758487e-14 ,-3.240561609561358e-13
681  ,0.01 ,6.81 ,7.323384978873609e-05  ,7.323384948901636e-05  ,-1.998131568334514e-14  ,-3.1970105093352223e-13
682  ,0.01 ,6.82 ,7.214353981044343e-05  ,7.214353951475238e-05  ,-1.971273712117703e-14  ,-3.1540379393883247e-13
683  ,0.01 ,6.83 ,7.106946243295209e-05  ,7.106946214123619e-05  ,-1.944772648765821e-14  ,-3.1116362380253134e-13
684  ,0.01 ,6.84 ,7.001137598432105e-05  ,7.001137569652747e-05  ,-1.9186238607698156e-14 ,-3.069798177231705e-13
685  ,0.01 ,6.85 ,6.896904239063572e-05  ,6.896904210671235e-05  ,-1.8928224692199105e-14 ,-3.028515950751857e-13
686  ,0.01 ,6.86 ,6.794222712244036e-05  ,6.794222684233574e-05  ,-1.8673641373074166e-14 ,-2.9877826196918665e-13
687  ,0.01 ,6.87 ,6.693069914196791e-05  ,6.693069886563127e-05  ,-1.8422442571730997e-14 ,-2.9475908114769595e-13
688  ,0.01 ,6.88 ,6.593423085115554e-05  ,6.593423057853677e-05  ,-1.8174584920082708e-14 ,-2.9079335872132333e-13
689  ,0.01 ,6.89 ,6.495259804043413e-05  ,6.495259777148377e-05  ,-1.7930024146540582e-14 ,-2.868803863446493e-13
690  ,0.01 ,6.9  ,6.398557983828016e-05  ,6.398557957294941e-05  ,-1.7688716883017726e-14 ,-2.830194701282836e-13
691  ,0.01 ,6.91 ,6.303295866151869e-05  ,6.303295839975939e-05  ,-1.7450619761427235e-14 ,-2.7920991618283576e-13
692  ,0.01 ,6.92 ,6.209452016636623e-05  ,6.209451990813085e-05  ,-1.7215692124187647e-14 ,-2.7545107398700235e-13
693  ,0.01 ,6.93 ,6.117005320020249e-05  ,6.117005294544412e-05  ,-1.6983891506713866e-14 ,-2.7174226410742186e-13
694  ,0.01 ,6.94 ,6.025934975406013e-05  ,6.0259349502732474e-05 ,-1.675517725142443e-14  ,-2.6808283602279086e-13
695  ,0.01 ,6.95 ,5.936220491582189e-05  ,5.936220466787927e-05  ,-1.652950824898696e-14  ,-2.6447213198379135e-13
696  ,0.01 ,6.96 ,5.847841682411448e-05  ,5.84784165795118e-05   ,-1.630684564882361e-14  ,-2.6090953038117776e-13
697  ,0.01 ,6.97 ,5.760778662288892e-05  ,5.7607786381581684e-05 ,-1.6087149245103822e-14 ,-2.5739438792166116e-13
698  ,0.01 ,6.98 ,5.6750118416677116e-05 ,5.675011817862142e-05  ,-1.5870379735498836e-14 ,-2.539260757679814e-13
699  ,0.01 ,6.99 ,5.5905219226514506e-05 ,5.5905218991667025e-05 ,-1.5656498721181716e-14 ,-2.5050397953890745e-13
700  ,0.01 ,7.0  ,5.507289894651903e-05  ,5.5072898714837e-05    ,-1.5445468706827328e-14 ,-2.4712749930923724e-13
701  ,0.01 ,7.01 ,5.425297030111647e-05  ,5.425297007255768e-05  ,-1.5237252648861444e-14 ,-2.437960423817831e-13
702  ,0.01 ,7.02 ,5.344524880290266e-05  ,5.3445248577425476e-05 ,-1.503181214845712e-14  ,-2.4050899437531394e-13
703  ,0.01 ,7.03 ,5.2649552711133064e-05 ,5.264955248869639e-05  ,-1.4829111517292854e-14 ,-2.3726578427668566e-13
704  ,0.01 ,7.04 ,5.186570299083032e-05  ,5.1865702771393596e-05 ,-1.4629115067047126e-14 ,-2.34065841072754e-13
705  ,0.01 ,7.05 ,5.109352327250062e-05  ,5.109352305602382e-05  ,-1.443178665764752e-14  ,-2.3090858652236033e-13
706  ,0.01 ,7.06 ,5.0332839812449826e-05 ,5.033283959889346e-05  ,-1.4237091052523436e-14 ,-2.27793456840375e-13
707  ,0.01 ,7.07 ,4.958348145369042e-05  ,4.9583481243015506e-05 ,-1.4044994370356981e-14 ,-2.247199099257117e-13
708  ,0.01 ,7.08 ,4.884527958743044e-05  ,4.884527937959852e-05  ,-1.3855461374577549e-14 ,-2.2168738199324078e-13
709  ,0.01 ,7.09 ,4.8118068115135815e-05 ,4.811806791010893e-05  ,-1.366845908736906e-14  ,-2.1869534539790497e-13
710  ,0.01 ,7.1  ,4.740168341115747e-05  ,4.7401683208898156e-05 ,-1.3483954079164528e-14 ,-2.1574326526663245e-13
711  ,0.01 ,7.11 ,4.669596428591487e-05  ,4.669596408638617e-05  ,-1.3301913372147876e-14 ,-2.1283061395436602e-13
712  ,0.01 ,7.12 ,4.60007519496277e-05   ,4.600075175279314e-05  ,-1.3122303988503022e-14 ,-2.0995686381604835e-13
713  ,0.01 ,7.13 ,4.5315889976587484e-05 ,4.531588978241107e-05  ,-1.2945094305666603e-14 ,-2.0712150889066565e-13
714  ,0.01 ,7.14 ,4.464122426996113e-05  ,4.464122407840735e-05  ,-1.277025224932435e-14  ,-2.043240359891896e-13
715  ,0.01 ,7.15 ,4.3976603027118515e-05 ,4.397660283815231e-05  ,-1.2597747100414706e-14 ,-2.015639536066353e-13
716  ,0.01 ,7.16 ,4.3321876705476236e-05 ,4.3321876519063014e-05 ,-1.242754813987612e-14  ,-1.9884077023801793e-13
717  ,0.01 ,7.17 ,4.2676897988849895e-05 ,4.267689780495553e-05  ,-1.2259624196896135e-14 ,-1.9615398715033816e-13
718  ,0.01 ,7.18 ,4.2041521754307354e-05 ,4.204152157289816e-05  ,-1.2093946359416814e-14 ,-1.9350314175066902e-13
719  ,0.01 ,7.19 ,4.141560503951545e-05  ,4.1415604860558194e-05 ,-1.1930483908376607e-14 ,-1.908877425340257e-13
720  ,0.01 ,7.2  ,4.0799007010572875e-05 ,4.079900683403475e-05  ,-1.1769208383468483e-14 ,-1.8830733413549573e-13
721  ,0.01 ,7.21 ,4.019158893032193e-05  ,4.0191588756170575e-05 ,-1.1610090420883605e-14 ,-1.8576144673413767e-13
722  ,0.01 ,7.22 ,3.959321412713212e-05  ,3.95932139553356e-05   ,-1.1453101560314944e-14 ,-1.832496249650391e-13
723  ,0.01 ,7.23 ,3.900374796414843e-05  ,3.900374779467523e-05  ,-1.1298213341455476e-14 ,-1.8077141346328762e-13
724  ,0.01 ,7.24 ,3.842305780899747e-05  ,3.8423057641816485e-05 ,-1.1145399111001792e-14 ,-1.7832638577602867e-13
725  ,0.01 ,7.25 ,3.785101300394464e-05  ,3.785101283902518e-05  ,-1.0994630860397767e-14 ,-1.7591409376636428e-13
726  ,0.01 ,7.26 ,3.728748483649558e-05  ,3.728748467380736e-05  ,-1.0845881484589093e-14 ,-1.735341037534255e-13
727  ,0.01 ,7.27 ,3.673234651043532e-05  ,3.673234634994846e-05  ,-1.069912433027236e-14  ,-1.7118598928435776e-13
728  ,0.01 ,7.28 ,3.61854731172986e-05   ,3.618547295898361e-05  ,-1.0554332744144163e-14 ,-1.688693239063066e-13
729  ,0.01 ,7.29 ,3.564674160826492e-05  ,3.5646741452092706e-05 ,-1.0411480976402903e-14 ,-1.6658369562244645e-13
730  ,0.01 ,7.3  ,3.5116030766472066e-05 ,3.511603061241391e-05  ,-1.0270543728997893e-14 ,-1.6432869966396628e-13
731  ,0.01 ,7.31 ,3.4593221179741784e-05 ,3.4593221027769355e-05 ,-1.0131495252127532e-14 ,-1.621039240340405e-13
732  ,0.01 ,7.32 ,3.4078195213711544e-05 ,3.407819506379688e-05  ,-9.994310699492035e-15  ,-1.5990897119187257e-13
733  ,0.01 ,7.33 ,3.35708369853663e-05   ,3.357083683748182e-05  ,-9.858965224791617e-15  ,-1.5774344359666587e-13
734  ,0.01 ,7.34 ,3.307103233696434e-05  ,3.307103219108283e-05  ,-9.725433981726493e-15  ,-1.556069437076239e-13
735  ,0.01 ,7.35 ,3.2578668810351304e-05 ,3.2578668666445895e-05 ,-9.593693931000494e-15  ,-1.534991028960079e-13
736  ,0.01 ,7.36 ,3.2093635621656626e-05 ,3.209363547970081e-05  ,-9.463721129815648e-15  ,-1.5141953807705037e-13
737  ,0.01 ,7.37 ,3.161582363636669e-05  ,3.1615823496334317e-05 ,-9.335491635373976e-15  ,-1.4936786616598362e-13
738  ,0.01 ,7.38 ,3.114512534476912e-05  ,3.1145125206634375e-05 ,-9.208982860130221e-15  ,-1.4734372576208354e-13
739  ,0.01 ,7.39 ,3.068143483776261e-05  ,3.0681434701500036e-05 ,-9.084171764788216e-15  ,-1.4534674823661146e-13
740  ,0.01 ,7.4  ,3.0224647783026978e-05 ,3.022464764861144e-05  ,-8.9610357618027e-15    ,-1.433765721888432e-13
741  ,0.01 ,7.41 ,2.9774661401547903e-05 ,2.9774661268954612e-05 ,-8.839552715379322e-15  ,-1.4143284344606914e-13
742  ,0.01 ,7.42 ,2.9331374444491246e-05 ,2.933137431369574e-05  ,-8.719700489723722e-15  ,-1.3951520783557955e-13
743  ,0.01 ,7.43 ,2.8894687170421627e-05 ,2.889468704139976e-05  ,-8.601457852543357e-15  ,-1.3762332564069372e-13
744  ,0.01 ,7.44 ,2.846450132286017e-05  ,2.8464501195588125e-05 ,-8.48480311979478e-15   ,-1.3575684991671648e-13
745  ,0.01 ,7.45 ,2.8040720108176403e-05 ,2.8040719982630673e-05 ,-8.369715285060895e-15  ,-1.3391544456097432e-13
746  ,0.01 ,7.46 ,2.7623248173809258e-05 ,2.7623248049966655e-05 ,-8.256173567800068e-15  ,-1.3209877708480108e-13
747  ,0.01 ,7.47 ,2.7211991586812362e-05 ,2.721199146465e-05     ,-8.144157413346106e-15  ,-1.303065186135377e-13
748  ,0.01 ,7.48 ,2.680685781271872e-05  ,2.680685769221402e-05  ,-8.033646718783732e-15  ,-1.2853834750053972e-13
749  ,0.01 ,7.49 ,2.6407755694720064e-05 ,2.6407755575850743e-05 ,-7.924621381197663e-15  ,-1.267939420991626e-13
750  ,0.01 ,7.5  ,2.60145954331562e-05   ,2.601459531590027e-05  ,-7.817061975298976e-15  ,-1.2507299160478362e-13
751  ,0.01 ,7.51 ,2.5627288565309692e-05 ,2.5627288449645463e-05 ,-7.710948624047842e-15  ,-1.2337517798476547e-13
752  ,0.01 ,7.52 ,2.5245747945501388e-05 ,2.5245747831407456e-05 ,-7.606262128030788e-15  ,-1.217001940484926e-13
753  ,0.01 ,7.53 ,2.4869887725482267e-05 ,2.486988761293751e-05  ,-7.502983739585249e-15  ,-1.2004773983336398e-13
754  ,0.01 ,7.54 ,2.4499623335117223e-05 ,2.4499623224100806e-05 ,-7.401094485173208e-15  ,-1.1841751176277133e-13
755  ,0.01 ,7.55 ,2.4134871463356433e-05 ,2.413487135384779e-05  ,-7.300576294758456e-15  ,-1.168092207161353e-13
756  ,0.01 ,7.56 ,2.377555003949001e-05  ,2.377554993146885e-05  ,-7.20141064655388e-15   ,-1.1522257034486209e-13
757  ,0.01 ,7.57 ,2.3421578214681757e-05 ,2.3421578108128065e-05 ,-7.103579470523272e-15  ,-1.1365727152837236e-13
758  ,0.01 ,7.58 ,2.3072876343777827e-05 ,2.307287623867185e-05  ,-7.007065148381328e-15  ,-1.1211304237410125e-13
759  ,0.01 ,7.59 ,2.272936596738624e-05  ,2.272936586370849e-05  ,-6.911850061842746e-15  ,-1.1058960098948393e-13
760  ,0.01 ,7.6  ,2.2390969794223175e-05 ,2.2390969691954423e-05 ,-6.817916818497675e-15  ,-1.090866690959628e-13
761  ,0.01 ,7.61 ,2.205761168372212e-05  ,2.2057611582843392e-05 ,-6.725248477687171e-15  ,-1.0760397564299473e-13
762  ,0.01 ,7.62 ,2.1729216628901908e-05 ,2.1729216529394483e-05 ,-6.633828324627741e-15  ,-1.0614125319404385e-13
763  ,0.01 ,7.63 ,2.1405710739489844e-05 ,2.1405710641335246e-05 ,-6.5436398704113444e-15 ,-1.0469823792658151e-13
764  ,0.01 ,7.64 ,2.108702122529607e-05  ,2.1087021128476074e-05 ,-6.454666400254489e-15  ,-1.0327466240407183e-13
765  ,0.01 ,7.65 ,2.0773076379835473e-05 ,2.0773076284332098e-05 ,-6.366891651124589e-15  ,-1.0187026641799343e-13
766  ,0.01 ,7.66 ,2.0463805564193416e-05 ,2.0463805469988922e-05 ,-6.280299585864508e-15  ,-1.0048479337383213e-13
767  ,0.01 ,7.67 ,2.0159139191131695e-05 ,2.0159139098208573e-05 ,-6.19487484494347e-15   ,-9.911799751909552e-14
768  ,0.01 ,7.68 ,1.9859008709431113e-05 ,1.985900861777209e-05  ,-6.110601617079792e-15  ,-9.776962587327668e-14
769  ,0.01 ,7.69 ,1.9563346588467153e-05 ,1.9563346498055182e-05 ,-6.027464768618152e-15  ,-9.643943629789043e-14
770  ,0.01 ,7.7  ,1.9272086303015327e-05 ,1.9272086213833593e-05 ,-5.94544894002777e-15   ,-9.512718304044432e-14
771  ,0.01 ,7.71 ,1.8985162318282698e-05 ,1.898516223031461e-05  ,-5.864539223528776e-15  ,-9.383262757646041e-14
772  ,0.01 ,7.72 ,1.870251007516229e-05  ,1.8702509988391474e-05 ,-5.784720937216751e-15  ,-9.255553499546801e-14
773  ,0.01 ,7.73 ,1.8424065975707e-05    ,1.842406589011731e-05  ,-5.705979173311823e-15  ,-9.129566677298917e-14
774  ,0.01 ,7.74 ,1.8149767368819812e-05 ,1.8149767284395317e-05 ,-5.6282997016604785e-15 ,-9.005279522656766e-14
775  ,0.01 ,7.75 ,1.787955253615703e-05  ,1.7879552452881997e-05 ,-5.551668743860108e-15  ,-8.882669990176172e-14
776  ,0.01 ,7.76 ,1.7613360678241372e-05 ,1.761336059610029e-05  ,-5.476072069757198e-15  ,-8.761715311611517e-14
777  ,0.01 ,7.77 ,1.7351131900781855e-05 ,1.7351131819759417e-05 ,-5.401495900949141e-15  ,-8.642393441518625e-14
778  ,0.01 ,7.78 ,1.7092807201197314e-05 ,1.709280712127842e-05  ,-5.327926233157874e-15  ,-8.524681973052598e-14
779  ,0.01 ,7.79 ,1.683832845534058e-05  ,1.683832837651033e-05  ,-5.255349965607147e-15  ,-8.408559944971436e-14
780  ,0.01 ,7.8  ,1.658763840442029e-05  ,1.6587638326663983e-05 ,-5.183753771645256e-15  ,-8.29400603463241e-14
781  ,0.01 ,7.81 ,1.634068064211743e-05  ,1.634068056542056e-05  ,-5.113124550495951e-15  ,-8.180999280793522e-14
782  ,0.01 ,7.82 ,1.6097399601893667e-05 ,1.6097399526241922e-05 ,-5.043449653133886e-15  ,-8.069519445014218e-14
783  ,0.01 ,7.83 ,1.585774054448865e-05  ,1.5857740469867914e-05 ,-4.974715752907357e-15  ,-7.959545204651771e-14
784  ,0.01 ,7.84 ,1.562164954560344e-05  ,1.5621649471999783e-05 ,-4.906910426666471e-15  ,-7.851056682666353e-14
785  ,0.01 ,7.85 ,1.5389073483767314e-05 ,1.538907341116699e-05  ,-4.840021477136788e-15  ,-7.744034363418861e-14
786  ,0.01 ,7.86 ,1.515996002838522e-05  ,1.5159959956774668e-05 ,-4.774036819981594e-15  ,-7.63845891197055e-14
787  ,0.01 ,7.87 ,1.493425762796316e-05  ,1.4934257557329e-05    ,-4.708944032050995e-15  ,-7.534310451281593e-14
788  ,0.01 ,7.88 ,1.4711915498508893e-05 ,1.4711915428837922e-05 ,-4.644731367821458e-15  ,-7.431570188514333e-14
789  ,0.01 ,7.89 ,1.449288361210532e-05  ,1.4492883543384517e-05 ,-4.581386855893992e-15  ,-7.330218969430388e-14
790  ,0.01 ,7.9  ,1.4277112685653996e-05 ,1.4277112617870511e-05 ,-4.518898976620516e-15  ,-7.230238362592826e-14
791  ,0.01 ,7.91 ,1.4064554169786221e-05 ,1.4064554102927376e-05 ,-4.457256323290674e-15  ,-7.131610117265079e-14
792  ,0.01 ,7.92 ,1.3855160237939227e-05 ,1.3855160171992515e-05 ,-4.396447489194109e-15  ,-7.034315982710574e-14
793  ,0.01 ,7.93 ,1.3648883775595e-05    ,1.3648883710548081e-05 ,-4.336461293495917e-15  ,-6.938338069593467e-14
794  ,0.01 ,7.94 ,1.3445678369679321e-05 ,1.344567830552002e-05  ,-4.277286781236648e-15  ,-6.843658849978637e-14
795  ,0.01 ,7.95 ,1.3245498298118614e-05 ,1.3245498234834918e-05 ,-4.2189131103945756e-15 ,-6.750260976631321e-14
796  ,0.01 ,7.96 ,1.3048298519552303e-05 ,1.3048298457132361e-05 ,-4.161329438947976e-15  ,-6.658127102316762e-14
797  ,0.01 ,7.97 ,1.2854034663198306e-05 ,1.2854034601630427e-05 ,-4.104525263688303e-15  ,-6.567240421901285e-14
798  ,0.01 ,7.98 ,1.2662663018869423e-05 ,1.266266295814207e-05  ,-4.048490194344736e-15  ,-6.477584310951578e-14
799  ,0.01 ,7.99 ,1.247414052713836e-05  ,1.2474140467240154e-05 ,-3.9932137277087316e-15 ,-6.38914196433397e-14
800  ,0.01 ,8.0  ,1.228842476964918e-05  ,1.2288424710568892e-05 ,-3.938685925260372e-15  ,-6.301897480416596e-14
801  ,0.01 ,8.01 ,1.2105473959572991e-05 ,1.2105473901299544e-05 ,-3.884896509666567e-15  ,-6.215834415466507e-14
802  ,0.01 ,8.02 ,1.192524693220573e-05  ,1.1925246874728194e-05 ,-3.831835768282853e-15  ,-6.130937229252565e-14
803  ,0.01 ,8.03 ,1.1747703135705936e-05 ,1.1747703079013526e-05 ,-3.779493988464768e-15  ,-6.047190381543629e-14
804  ,0.01 ,8.04 ,1.1572802621970412e-05 ,1.1572802566052492e-05 ,-3.727861344630124e-15  ,-5.964578151408198e-14
805  ,0.01 ,8.05 ,1.1400506037645734e-05 ,1.1400505982491809e-05 ,-3.676928350009913e-15  ,-5.88308536001586e-14
806  ,0.01 ,8.06 ,1.1230774615273579e-05 ,1.1230774560873295e-05 ,-3.626685630772851e-15  ,-5.802697009236561e-14
807  ,0.01 ,8.07 ,1.1063570164567888e-05 ,1.1063570110911028e-05 ,-3.577124038963107e-15  ,-5.723398462340971e-14
808  ,0.01 ,8.08 ,1.0898855063821885e-05 ,1.089885501089837e-05  ,-3.5282343136871254e-15 ,-5.6451749018994006e-14
809  ,0.01 ,8.09 ,1.0736592251443036e-05 ,1.0736592199242927e-05 ,-3.4800073069890757e-15 ,-5.568011691182521e-14
810  ,0.01 ,8.1  ,1.0576745217614036e-05 ,1.0576745166127521e-05 ,-3.4324343226640326e-15 ,-5.491894916262452e-14
811  ,0.01 ,8.11 ,1.0419277996077945e-05 ,1.0419277945295346e-05 ,-3.3855065515693444e-15 ,-5.416810482510951e-14
812  ,0.01 ,8.12 ,1.0264155156045627e-05 ,1.0264155105957397e-05 ,-3.3392152975000867e-15 ,-5.342744476000139e-14
813  ,0.01 ,8.13 ,1.0111341794223675e-05 ,1.0111341744820395e-05 ,-3.29355197718906e-15   ,-5.269683163502496e-14
814  ,0.01 ,8.14 ,9.960803526961022e-06  ,9.960803478233399e-06  ,-3.248508233244518e-15  ,-5.197613173191229e-14
815  ,0.01 ,8.15 ,9.812506482512475e-06  ,9.812506434451341e-06  ,-3.2040755953369886e-15 ,-5.126520952539182e-14
816  ,0.01 ,8.16 ,9.66641729341743e-06   ,9.666417246013741e-06  ,-3.160245931950178e-15  ,-5.056393491120285e-14
817  ,0.01 ,8.17 ,9.52250308899205e-06   ,9.522503042236882e-06  ,-3.117011224505519e-15  ,-4.9872179592088304e-14
818  ,0.01 ,8.18 ,9.380731487933224e-06  ,9.380731441817774e-06  ,-3.0743633414867176e-15 ,-4.918981346378748e-14
819  ,0.01 ,8.19 ,9.241070591032636e-06  ,9.241070545548219e-06  ,-3.032294490190659e-15  ,-4.851671184305055e-14
820  ,0.01 ,8.2  ,9.103488973999314e-06  ,9.103488929137361e-06  ,-2.990796877914229e-15  ,-4.7852750046627665e-14
821  ,0.01 ,8.21 ,8.967955680389023e-06  ,8.967955636141083e-06  ,-2.9498627119543126e-15 ,-4.7197803391269e-14
822  ,0.01 ,8.22 ,8.834440214638942e-06  ,8.834440170996676e-06  ,-2.9094844254832472e-15 ,-4.6551750807731955e-14
823  ,0.01 ,8.23 ,8.702912535206032e-06  ,8.702912492161212e-06  ,-2.869654677548824e-15  ,-4.5914474840781186e-14
824  ,0.01 ,8.24 ,8.573343047807557e-06  ,8.573343005352066e-06  ,-2.830366014261107e-15  ,-4.528585622817771e-14
825  ,0.01 ,8.25 ,8.445702598762252e-06  ,8.445702556888086e-06  ,-2.7916110946678862e-15 ,-4.466577751468618e-14
826  ,0.01 ,8.26 ,8.319962468430622e-06  ,8.31996242712988e-06   ,-2.753382803692405e-15  ,-4.405412485907848e-14
827  ,0.01 ,8.27 ,8.196094364752893e-06  ,8.196094324017783e-06  ,-2.715674026257907e-15  ,-4.345078442012651e-14
828  ,0.01 ,8.28 ,8.074070416883192e-06  ,8.074070376706024e-06  ,-2.6784778731630866e-15 ,-4.2855645970609385e-14
829  ,0.01 ,8.29 ,7.953863168918476e-06  ,7.953863129291667e-06  ,-2.641787229331188e-15  ,-4.226859566929901e-14
830  ,0.01 ,8.3  ,7.83544557372085e-06   ,7.835445534636918e-06  ,-2.6055954314363587e-15 ,-4.168952690298174e-14
831  ,0.01 ,8.31 ,7.718790986831838e-06  ,7.718790948283402e-06  ,-2.5698957032150213e-15 ,-4.111833125144034e-14
832  ,0.01 ,8.32 ,7.603873160477274e-06  ,7.603873122457052e-06  ,-2.5346814378101866e-15 ,-4.0554903004962985e-14
833  ,0.01 ,8.33 ,7.490666237661436e-06  ,7.4906662001622436e-06 ,-2.499946141302593e-15  ,-3.999913826084149e-14
834  ,0.01 ,8.34 ,7.379144746349116e-06  ,7.379144709363867e-06  ,-2.4656832633041144e-15 ,-3.945093221286583e-14
835  ,0.01 ,8.35 ,7.269283593734307e-06  ,7.26928355725601e-06   ,-2.431886479302078e-15  ,-3.891018366883325e-14
836  ,0.01 ,8.36 ,7.161058060594211e-06  ,7.161058024615969e-06  ,-2.398549464783812e-15  ,-3.837679143654099e-14
837  ,0.01 ,8.37 ,7.054443795727313e-06  ,7.054443760242321e-06  ,-2.365666121112095e-15  ,-3.785065793779352e-14
